Key,Source,Context,Changes,English,japanese,german
ExplosivesMasteryRank9LongDesc,progression,skills,New,"Increase your block damage, entity damage, weapon handling and reload speed with explosives by 46%. Explosives have an additional 10% chance to dismember.",爆発物のダメージ、取り回し、リロード速度を46%改善し、部位破壊率を+10%します。,"Erhöhe deinen Schaden gegen Blöcke und Wesen, deine Handhabung sowie das Nachladetempo um 46%. Sprengstoff hat eine zusätzliche Chance von 10%, Ziele zu zergliedern."
ExplosivesMasteryRank10LongDesc,progression,skills,New,"Increase your block damage, entity damage, weapon handling and reload speed with explosives by 50%. Explosives have an additional 20% chance to dismember.",爆発物のダメージ、取り回し、リロード速度を50%改善し、部位破壊率を+20%します。,"Erhöhe deinen Schaden gegen Blöcke und Wesen, deine Handhabung sowie das Nachladetempo um 50%. Sprengstoff hat eine zusätzliche Chance von 20%, Ziele zu zergliedern."

TurretMasteryName,progression,skills,New,Turret Mastery,タレットマスター,Geschützturm-Experte
TurretMasteryDesc,progression,skills,New,"You know how to properly maintain junk turrets which vastly increases their performance.",あなたはジャンクタレットの整備法を理解し、タレットの性能が大きく上がった。,"Du weißt um die angemessene Wartung von Robotik-Türmen, wodurch sich ihre Leistung erheblich erhöht."
TurretMasteryRank1Desc,progression,skills,New,"+24 magazine size\n12% fire rate",装弾数+24連射速度+12%,"+24 Magazingröße\n+12% Feuerrate"
TurretMasteryRank2Desc,progression,skills,New,"+48 magazine size\n24% fire rate",装弾数+48連射速度+24%,"+48 Magazingröße\n+24% Feuerrate"
TurretMasteryRank3Desc,progression,skills,New,"+72 magazine size\n36% fire rate",装弾数+72連射速度+36%,"+72 Magazingröße\n+36% Feuerrate"
TurretMasteryRank4Desc,progression,skills,New,"+96 magazine size\n48% fire rate",装弾数+96連射速度+48%,"+96 Magazingröße\n+48% Feuerrate"
TurretMasteryRank5Desc,progression,skills,New,"+120 magazine size\n60% fire rate\n+6 blocks active range",装弾数+120連射速度+60%\n射程距離+6m,"+120 Magazingröße\n+60% Feuerrate\n+6 Blöcke aktiver Reichweite"
TurretMasteryRank6Desc,progression,skills,New,"+136 magazine size\n68% fire rate\n+6 blocks active range",装弾数+136連射速度+68%\n射程距離+6m,"+136 Magazingröße\n+68% Feuerrate\n+6 Blöcke aktiver Reichweite"
TurretMasteryRank7Desc,progression,skills,New,"+152 magazine size\n76% fire rate\n+6 blocks active range",装弾数+152連射速度+76%\n射程距離+6m,"+152 Magazingröße\n+76% Feuerrate\n+6 Blöcke aktiver Reichweite"
TurretMasteryRank8Desc,progression,skills,New,"+168 magazine size\n84% fire rate\n+6 blocks active range",装弾数+168連射速度+84%\n射程距離+6m,"+168 Magazingröße\n+84% Feuerrate\n+6 Blöcke aktiver Reichweite"
TurretMasteryRank9Desc,progression,skills,New,"+184 magazine size\n92% fire rate\n+6 blocks active range",装弾数+184連射速度+92%\n射程距離+6m,"+184 Magazingröße\n+92% Feuerrate\n+6 Blöcke aktiver Reichweite"
TurretMasteryRank10Desc,progression,skills,New,"+200 magazine size\n100% fire rate\n+12 blocks active range\n+1 active turret",装弾数+200連射速度+100%\n射程距離+12m稼働タレット数+1台"+200 Magazingröße\n+100% Feuerrate\n+12 Blöcke aktiver Reichweite\n+1 aktiven Robotik-Geschützturm"
TurretMasteryRank1LongDesc,progression,skills,New,"Increase the magazine size of junk turrets by 24, fire rate by 12%",ジャンクタレットの装弾数を24発、連射速度を12%増加させます。,"Erhöhe die Magazingröße von Robotik-Geschütztürmen um 24, die Feuerrate um 12%."
TurretMasteryRank2LongDesc,progression,skills,New,"Increase the magazine size of junk turrets by 48, fire rate by 24%",ジャンクタレットの装弾数を48発、連射速度を24%増加させます。,"Erhöhe die Magazingröße von Robotik-Geschütztürmen um 48, die Feuerrate um 24%."
TurretMasteryRank3LongDesc,progression,skills,New,"Increase the magazine size of junk turrets by 72, fire rate by 36%",ジャンクタレットの装弾数を72発、連射速度を36%増加させます。,"Erhöhe die Magazingröße von Robotik-Geschütztürmen um 72, die Feuerrate um 36%."
TurretMasteryRank4LongDesc,progression,skills,New,"Increase the magazine size of junk turrets by 96, fire rate by 48%",ジャンクタレットの装弾数を96発、連射速度を48%増加させます。,"Erhöhe die Magazingröße von Robotik-Geschütztürmen um 96, die Feuerrate um 48%."
TurretMasteryRank5LongDesc,progression,skills,New,"Increase the magazine size of junk turrets by 120, fire rate by 60% and the maximum range at which they are active by 6.",ジャンクタレットの装弾数を120発、連射速度を60%、最大射程距離を6m増加させます。,"Erhöhe die Magazingröße von Robotik-Geschütztürmen um 120, die Feuerrate um 60% und die maximale, aktive Reichweite um 6 Blöcke."
TurretMasteryRank6LongDesc,progression,skills,New,"Increase the magazine size of junk turrets by 136, fire rate by 68% and the maximum range at which they are active by 6.",ジャンクタレットの装弾数を136発、連射速度を68%、最大射程距離を6m増加させます。,"Erhöhe die Magazingröße von Robotik-Geschütztürmen um 136, die Feuerrate um 68% und die maximale, aktive Reichweite um 6 Blöcke."
TurretMasteryRank7LongDesc,progression,skills,New,"Increase the magazine size of junk turrets by 152, fire rate by 76% and the maximum range at which they are active by 6.",ジャンクタレットの装弾数を152発、連射速度を76%、最大射程距離を6m増加させます。,"Erhöhe die Magazingröße von Robotik-Geschütztürmen um 152, die Feuerrate um 76% und die maximale, aktive Reichweite um 6 Blöcke."
TurretMasteryRank8LongDesc,progression,skills,New,"Increase the magazine size of junk turrets by 168, fire rate by 84% and the maximum range at which they are active by 6.",ジャンクタレットの装弾数を168発、連射速度を84%、最大射程距離を6m増加させます。,"Erhöhe die Magazingröße von Robotik-Geschütztürmen um 168, die Feuerrate um 84% und die maximale, aktive Reichweite um 6 Blöcke."
TurretMasteryRank9LongDesc,progression,skills,New,"Increase the magazine size of junk turrets by 184, fire rate by 92% and the maximum range at which they are active by 6.",ジャンクタレットの装弾数を184発、連射速度を92%、最大射程距離を6m増加させます。,"Erhöhe die Magazingröße von Robotik-Geschütztürmen um 184, die Feuerrate um 92% und die maximale, aktive Reichweite um 6 Blöcke."
TurretMasteryRank10LongDesc,progression,skills,New,"Increase the magazine size of junk turrets by 200, fire rate by 100% and the maximum range at which they are active by 12. Have one additional turret active at the samme time.",ジャンクタレットの装弾数を200発、連射速度を100%、最大射程距離を12m、最大稼働台数を+1台増加させます。,"Erhöhe die Magazingröße von Robotik-Geschütztürmen um 200, die Feuerrate um 100% und die maximale, aktive Reichweite um 12 Blöcke. Zudem kannst du einen weiteren Robotik-Geschützturm gleichzeitig aktiv haben."

BowMasteryName,progression,skills,New,Bow Mastery,弓マスター,Bogen-Experte
BowMasteryDesc,progression,skills,New,You've mastered the arts of the bow.,弓の扱いをマスターした。,Du hast dich auf den Umgang mit Bögen spezialisiert.
BowMasteryRank1Desc,progression,skills,New,"+6% Fire Rate, Entity Damage, Weapon Handling, Reload Speed.",弓系性能+6%,"+6% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo."
BowMasteryRank2Desc,progression,skills,New,"+12% Fire Rate, Entity Damage, Weapon Handling, Reload Speed.",弓系性能+12%,"+12% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo."
BowMasteryRank3Desc,progression,skills,New,"+18% Fire Rate, Entity Damage, Weapon Handling, Reload Speed.",弓系性能+18%,"+18% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo."
BowMasteryRank4Desc,progression,skills,New,"+24% Fire Rate, Entity Damage, Weapon Handling, Reload Speed.",弓系性能+24%,"+24% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo."
BowMasteryRank5Desc,progression,skills,New,"+30% Fire Rate, Entity Damage, Weapon Handling, Reload Speed. +1 Arrow/Bolt per reload cycle.",弓系性能+30%装弾数+1,"+30% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo.\n+1 Pfeil/Bolzen je Nachladezyklus"
BowMasteryRank6Desc,progression,skills,New,"+34% Fire Rate, Entity Damage, Weapon Handling, Reload Speed. +1 Arrow/Bolt per reload cycle.",弓系性能+34%装弾数+1,"+34% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo.\n+1 Pfeil/Bolzen je Nachladezyklus"
BowMasteryRank7Desc,progression,skills,New,"+38% Fire Rate, Entity Damage, Weapon Handling, Reload Speed. +1 Arrow/Bolt per reload cycle.",弓系性能+38%装弾数+1,"+38% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo.\n+1 Pfeil/Bolzen je Nachladezyklus"
BowMasteryRank8Desc,progression,skills,New,"+42% Fire Rate, Entity Damage, Weapon Handling, Reload Speed. +1 Arrow/Bolt per reload cycle.",弓系性能+42%装弾数+1,"+42% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo.\n+1 Pfeil/Bolzen je Nachladezyklus"
BowMasteryRank9Desc,progression,skills,New,"+46% Fire Rate, Entity Damage, Weapon Handling, Reload Speed. +1 Arrow/Bolt per reload cycle.",弓系性能+46%装弾数+1,"+46% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo.\n+1 Pfeil/Bolzen je Nachladezyklus"
BowMasteryRank10Desc,progression,skills,New,"+50% Fire Rate, Entity Damage, Weapon Handling, Reload Speed. +2 Arrow/Bolt per reload cycle.",弓系性能+50%装弾数+2,"+50% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo.\n+2 Pfeile/Bolzen je Nachladezyklus"
BowMasteryRank1LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 6%",弓での射撃速度、ダメージ、武器操作性、リロード速度を6%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung und Nachladetempo mit Bögen um 6%."
BowMasteryRank2LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 12%",弓での射撃速度、ダメージ、武器操作性、リロード速度を12%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung und Nachladetempo mit Bögen um 12%."
BowMasteryRank3LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 18%",弓での射撃速度、ダメージ、武器操作性、リロード速度を18%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung und Nachladetempo mit Bögen um 18%."
BowMasteryRank4LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 24%",弓での射撃速度、ダメージ、武器操作性、リロード速度を24%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung und Nachladetempo mit Bögen um 24%."
BowMasteryRank5LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 30% and hold ready an additional bolt or arrow per reload cycle.",弓での射撃速度、ダメージ、武器操作性、リロード速度を30%改善し、装弾数を1増やします。,"Erhöhe Feuerrate, Schaden, Handhabung und Nachladetempo mit Bögen um 30%. Halte einen zusätzlichen Pfeil oder Bolzen je Nachladezyklus bereit."
BowMasteryRank6LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 34% and hold ready an additional bolt or arrow per reload cycle.",弓での射撃速度、ダメージ、武器操作性、リロード速度を34%改善し、装弾数を1増やします。,"Erhöhe Feuerrate, Schaden, Handhabung und Nachladetempo mit Bögen um 34%. Halte einen zusätzlichen Pfeil oder Bolzen je Nachladezyklus bereit."
BowMasteryRank7LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 38% and hold ready an additional bolt or arrow per reload cycle.",弓での射撃速度、ダメージ、武器操作性、リロード速度を38%改善し、装弾数を1増やします。,"Erhöhe Feuerrate, Schaden, Handhabung und Nachladetempo mit Bögen um 38%. Halte einen zusätzlichen Pfeil oder Bolzen je Nachladezyklus bereit."
BowMasteryRank8LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 42% and hold ready an additional bolt or arrow per reload cycle.",弓での射撃速度、ダメージ、武器操作性、リロード速度を42%改善し、装弾数を1増やします。,"Erhöhe Feuerrate, Schaden, Handhabung und Nachladetempo mit Bögen um 42%. Halte einen zusätzlichen Pfeil oder Bolzen je Nachladezyklus bereit."
BowMasteryRank9LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 46% and hold ready an additional bolt or arrow per reload cycle.",弓での射撃速度、ダメージ、武器操作性、リロード速度を46%改善し、装弾数を1増やします。,"Erhöhe Feuerrate, Schaden, Handhabung und Nachladetempo mit Bögen um 46%. Halte einen zusätzlichen Pfeil oder Bolzen je Nachladezyklus bereit."
BowMasteryRank10LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 50% and hold ready two additional bolts or arrows per reload cycle.",弓での射撃速度、ダメージ、武器操作性、リロード速度を50%改善し、装弾数を2増やします。,"Erhöhe Feuerrate, Schaden, Handhabung und Nachladetempo mit Bögen um 50%. Halte zwei zusätzliche Pfeile oder Bolzen je Nachladezyklus bereit."
